,model_name,overall_accuracy,sample_id,question,correct_answer,model_answer,is_correct
606,Qwen/Qwen2.5-3B,99.8,606,Is 908 > 746? Answer:,Yes,Yes,True
607,Qwen/Qwen2.5-3B,99.8,607,Is 167 > 437? Answer:,No,No,True
608,Qwen/Qwen2.5-3B,99.8,608,Is 671 > 794? Answer:,No,No,True
609,Qwen/Qwen2.5-3B,99.8,609,Is 390 > 358? Answer:,Yes,Yes,True
610,Qwen/Qwen2.5-3B,99.8,610,Is 441 > 183? Answer:,Yes,Yes,True
611,Qwen/Qwen2.5-3B,99.8,611,Is 458 > 417? Answer:,Yes,Yes,True
612,Qwen/Qwen2.5-3B,99.8,612,Is 232 > 709? Answer:,No,No,True
613,Qwen/Qwen2.5-3B,99.8,613,Is 417 > 672? Answer:,No,No,True
614,Qwen/Qwen2.5-3B,99.8,614,Is 758 > 910? Answer:,No,No,True
615,Qwen/Qwen2.5-3B,99.8,615,Is 932 > 230? Answer:,Yes,Yes,True
616,Qwen/Qwen2.5-3B,99.8,616,Is 761 > 786? Answer:,No,No,True
617,Qwen/Qwen2.5-3B,99.8,617,Is 620 > 470? Answer:,Yes,Yes,True
618,Qwen/Qwen2.5-3B,99.8,618,Is 471 > 416? Answer:,Yes,Yes,True
619,Qwen/Qwen2.5-3B,99.8,619,Is 319 > 449? Answer:,No,No,True
620,Qwen/Qwen2.5-3B,99.8,620,Is 296 > 331? Answer:,No,No,True
621,Qwen/Qwen2.5-3B,99.8,621,Is 258 > 179? Answer:,Yes,Yes,True
622,Qwen/Qwen2.5-3B,99.8,622,Is 964 > 907? Answer:,Yes,Yes,True
623,Qwen/Qwen2.5-3B,99.8,623,Is 619 > 889? Answer:,No,No,True
624,Qwen/Qwen2.5-3B,99.8,624,Is 777 > 444? Answer:,Yes,Yes,True
625,Qwen/Qwen2.5-3B,99.8,625,Is 711 > 485? Answer:,Yes,Yes,True
626,Qwen/Qwen2.5-3B,99.8,626,Is 266 > 285? Answer:,No,No,True
627,Qwen/Qwen2.5-3B,99.8,627,Is 838 > 548? Answer:,Yes,Yes,True
628,Qwen/Qwen2.5-3B,99.8,628,Is 520 > 473? Answer:,Yes,Yes,True
629,Qwen/Qwen2.5-3B,99.8,629,Is 554 > 725? Answer:,No,No,True
630,Qwen/Qwen2.5-3B,99.8,630,Is 870 > 866? Answer:,Yes,Yes,True
631,Qwen/Qwen2.5-3B,99.8,631,Is 339 > 646? Answer:,No,No,True
632,Qwen/Qwen2.5-3B,99.8,632,Is 416 > 928? Answer:,No,No,True
633,Qwen/Qwen2.5-3B,99.8,633,Is 955 > 298? Answer:,Yes,Yes,True
634,Qwen/Qwen2.5-3B,99.8,634,Is 794 > 684? Answer:,Yes,Yes,True
635,Qwen/Qwen2.5-3B,99.8,635,Is 572 > 887? Answer:,No,No,True
636,Qwen/Qwen2.5-3B,99.8,636,Is 896 > 491? Answer:,Yes,Yes,True
637,Qwen/Qwen2.5-3B,99.8,637,Is 265 > 936? Answer:,No,No,True
638,Qwen/Qwen2.5-3B,99.8,638,Is 920 > 719? Answer:,Yes,Yes,True
639,Qwen/Qwen2.5-3B,99.8,639,Is 993 > 356? Answer:,Yes,Yes,True
640,Qwen/Qwen2.5-3B,99.8,640,Is 756 > 592? Answer:,Yes,Yes,True
641,Qwen/Qwen2.5-3B,99.8,641,Is 667 > 205? Answer:,Yes,Yes,True
642,Qwen/Qwen2.5-3B,99.8,642,Is 391 > 185? Answer:,Yes,Yes,True
643,Qwen/Qwen2.5-3B,99.8,643,Is 379 > 560? Answer:,No,No,True
644,Qwen/Qwen2.5-3B,99.8,644,Is 950 > 547? Answer:,Yes,Yes,True
645,Qwen/Qwen2.5-3B,99.8,645,Is 327 > 936? Answer:,No,No,True
646,Qwen/Qwen2.5-3B,99.8,646,Is 457 > 127? Answer:,Yes,Yes,True
647,Qwen/Qwen2.5-3B,99.8,647,Is 154 > 505? Answer:,No,No,True
648,Qwen/Qwen2.5-3B,99.8,648,Is 341 > 495? Answer:,No,No,True
649,Qwen/Qwen2.5-3B,99.8,649,Is 483 > 329? Answer:,Yes,Yes,True
650,Qwen/Qwen2.5-3B,99.8,650,Is 426 > 201? Answer:,Yes,Yes,True
651,Qwen/Qwen2.5-3B,99.8,651,Is 910 > 249? Answer:,Yes,Yes,True
652,Qwen/Qwen2.5-3B,99.8,652,Is 139 > 393? Answer:,No,No,True
653,Qwen/Qwen2.5-3B,99.8,653,Is 812 > 951? Answer:,No,No,True
654,Qwen/Qwen2.5-3B,99.8,654,Is 877 > 822? Answer:,Yes,Yes,True
655,Qwen/Qwen2.5-3B,99.8,655,Is 559 > 730? Answer:,No,No,True
656,Qwen/Qwen2.5-3B,99.8,656,Is 181 > 119? Answer:,Yes,Yes,True
657,Qwen/Qwen2.5-3B,99.8,657,Is 320 > 955? Answer:,No,No,True
658,Qwen/Qwen2.5-3B,99.8,658,Is 661 > 844? Answer:,No,No,True
659,Qwen/Qwen2.5-3B,99.8,659,Is 213 > 894? Answer:,No,No,True
660,Qwen/Qwen2.5-3B,99.8,660,Is 343 > 408? Answer:,No,No,True
661,Qwen/Qwen2.5-3B,99.8,661,Is 148 > 344? Answer:,No,No,True
662,Qwen/Qwen2.5-3B,99.8,662,Is 754 > 912? Answer:,No,No,True
663,Qwen/Qwen2.5-3B,99.8,663,Is 164 > 213? Answer:,No,No,True
664,Qwen/Qwen2.5-3B,99.8,664,Is 711 > 648? Answer:,Yes,Yes,True
665,Qwen/Qwen2.5-3B,99.8,665,Is 747 > 627? Answer:,Yes,Yes,True
666,Qwen/Qwen2.5-3B,99.8,666,Is 835 > 247? Answer:,Yes,Yes,True
667,Qwen/Qwen2.5-3B,99.8,667,Is 539 > 101? Answer:,Yes,Yes,True
668,Qwen/Qwen2.5-3B,99.8,668,Is 346 > 684? Answer:,No,No,True
669,Qwen/Qwen2.5-3B,99.8,669,Is 291 > 780? Answer:,No,No,True
670,Qwen/Qwen2.5-3B,99.8,670,Is 636 > 469? Answer:,Yes,Yes,True
671,Qwen/Qwen2.5-3B,99.8,671,Is 638 > 657? Answer:,No,No,True
672,Qwen/Qwen2.5-3B,99.8,672,Is 499 > 994? Answer:,No,No,True
673,Qwen/Qwen2.5-3B,99.8,673,Is 144 > 750? Answer:,No,No,True
674,Qwen/Qwen2.5-3B,99.8,674,Is 482 > 359? Answer:,Yes,Yes,True
675,Qwen/Qwen2.5-3B,99.8,675,Is 465 > 907? Answer:,No,No,True
676,Qwen/Qwen2.5-3B,99.8,676,Is 453 > 346? Answer:,Yes,Yes,True
677,Qwen/Qwen2.5-3B,99.8,677,Is 890 > 695? Answer:,Yes,Yes,True
678,Qwen/Qwen2.5-3B,99.8,678,Is 236 > 145? Answer:,Yes,Yes,True
679,Qwen/Qwen2.5-3B,99.8,679,Is 659 > 446? Answer:,Yes,Yes,True
680,Qwen/Qwen2.5-3B,99.8,680,Is 950 > 897? Answer:,Yes,Yes,True
681,Qwen/Qwen2.5-3B,99.8,681,Is 812 > 590? Answer:,Yes,Yes,True
682,Qwen/Qwen2.5-3B,99.8,682,Is 930 > 238? Answer:,Yes,Yes,True
683,Qwen/Qwen2.5-3B,99.8,683,Is 833 > 894? Answer:,No,No,True
684,Qwen/Qwen2.5-3B,99.8,684,Is 137 > 400? Answer:,No,No,True
685,Qwen/Qwen2.5-3B,99.8,685,Is 144 > 910? Answer:,No,No,True
686,Qwen/Qwen2.5-3B,99.8,686,Is 142 > 423? Answer:,No,No,True
687,Qwen/Qwen2.5-3B,99.8,687,Is 627 > 507? Answer:,Yes,Yes,True
688,Qwen/Qwen2.5-3B,99.8,688,Is 359 > 137? Answer:,Yes,Yes,True
689,Qwen/Qwen2.5-3B,99.8,689,Is 392 > 465? Answer:,No,No,True
690,Qwen/Qwen2.5-3B,99.8,690,Is 986 > 771? Answer:,Yes,Yes,True
691,Qwen/Qwen2.5-3B,99.8,691,Is 379 > 227? Answer:,Yes,Yes,True
692,Qwen/Qwen2.5-3B,99.8,692,Is 547 > 509? Answer:,Yes,Yes,True
693,Qwen/Qwen2.5-3B,99.8,693,Is 495 > 447? Answer:,Yes,Yes,True
694,Qwen/Qwen2.5-3B,99.8,694,Is 608 > 808? Answer:,No,No,True
695,Qwen/Qwen2.5-3B,99.8,695,Is 476 > 916? Answer:,No,No,True
696,Qwen/Qwen2.5-3B,99.8,696,Is 920 > 184? Answer:,Yes,Yes,True
697,Qwen/Qwen2.5-3B,99.8,697,Is 180 > 540? Answer:,No,No,True
698,Qwen/Qwen2.5-3B,99.8,698,Is 658 > 400? Answer:,Yes,Yes,True
699,Qwen/Qwen2.5-3B,99.8,699,Is 205 > 181? Answer:,Yes,Yes,True
700,Qwen/Qwen2.5-3B,99.8,700,Is 776 > 402? Answer:,Yes,Yes,True
701,Qwen/Qwen2.5-3B,99.8,701,Is 556 > 717? Answer:,No,No,True
702,Qwen/Qwen2.5-3B,99.8,702,Is 270 > 806? Answer:,No,No,True
703,Qwen/Qwen2.5-3B,99.8,703,Is 459 > 557? Answer:,No,No,True
704,Qwen/Qwen2.5-3B,99.8,704,Is 844 > 990? Answer:,No,No,True
705,Qwen/Qwen2.5-3B,99.8,705,Is 729 > 545? Answer:,Yes,Yes,True
706,Qwen/Qwen2.5-3B,99.8,706,Is 754 > 910? Answer:,No,No,True
707,Qwen/Qwen2.5-3B,99.8,707,Is 176 > 787? Answer:,No,No,True
708,Qwen/Qwen2.5-3B,99.8,708,Is 472 > 625? Answer:,No,No,True
709,Qwen/Qwen2.5-3B,99.8,709,Is 131 > 246? Answer:,No,No,True
710,Qwen/Qwen2.5-3B,99.8,710,Is 135 > 229? Answer:,No,No,True
711,Qwen/Qwen2.5-3B,99.8,711,Is 341 > 897? Answer:,No,No,True
712,Qwen/Qwen2.5-3B,99.8,712,Is 470 > 492? Answer:,No,No,True
713,Qwen/Qwen2.5-3B,99.8,713,Is 719 > 257? Answer:,Yes,Yes,True
714,Qwen/Qwen2.5-3B,99.8,714,Is 479 > 480? Answer:,No,No,True
715,Qwen/Qwen2.5-3B,99.8,715,Is 881 > 178? Answer:,Yes,Yes,True
716,Qwen/Qwen2.5-3B,99.8,716,Is 642 > 475? Answer:,Yes,Yes,True
717,Qwen/Qwen2.5-3B,99.8,717,Is 421 > 765? Answer:,No,No,True
718,Qwen/Qwen2.5-3B,99.8,718,Is 355 > 216? Answer:,Yes,Yes,True
719,Qwen/Qwen2.5-3B,99.8,719,Is 853 > 290? Answer:,Yes,Yes,True
720,Qwen/Qwen2.5-3B,99.8,720,Is 630 > 496? Answer:,Yes,Yes,True
721,Qwen/Qwen2.5-3B,99.8,721,Is 368 > 893? Answer:,No,No,True
722,Qwen/Qwen2.5-3B,99.8,722,Is 820 > 556? Answer:,Yes,Yes,True
723,Qwen/Qwen2.5-3B,99.8,723,Is 726 > 392? Answer:,Yes,Yes,True
724,Qwen/Qwen2.5-3B,99.8,724,Is 304 > 225? Answer:,Yes,Yes,True
725,Qwen/Qwen2.5-3B,99.8,725,Is 973 > 175? Answer:,Yes,Yes,True
726,Qwen/Qwen2.5-3B,99.8,726,Is 276 > 830? Answer:,No,No,True
727,Qwen/Qwen2.5-3B,99.8,727,Is 189 > 929? Answer:,No,No,True
728,Qwen/Qwen2.5-3B,99.8,728,Is 783 > 455? Answer:,Yes,Yes,True
729,Qwen/Qwen2.5-3B,99.8,729,Is 663 > 655? Answer:,Yes,Yes,True
730,Qwen/Qwen2.5-3B,99.8,730,Is 407 > 971? Answer:,No,No,True
731,Qwen/Qwen2.5-3B,99.8,731,Is 828 > 826? Answer:,Yes,Yes,True
732,Qwen/Qwen2.5-3B,99.8,732,Is 912 > 470? Answer:,Yes,Yes,True
733,Qwen/Qwen2.5-3B,99.8,733,Is 224 > 305? Answer:,No,No,True
734,Qwen/Qwen2.5-3B,99.8,734,Is 342 > 909? Answer:,No,No,True
735,Qwen/Qwen2.5-3B,99.8,735,Is 126 > 469? Answer:,No,No,True
736,Qwen/Qwen2.5-3B,99.8,736,Is 578 > 922? Answer:,No,No,True
737,Qwen/Qwen2.5-3B,99.8,737,Is 726 > 188? Answer:,Yes,Yes,True
738,Qwen/Qwen2.5-3B,99.8,738,Is 416 > 507? Answer:,No,No,True
739,Qwen/Qwen2.5-3B,99.8,739,Is 638 > 520? Answer:,Yes,Yes,True
740,Qwen/Qwen2.5-3B,99.8,740,Is 943 > 688? Answer:,Yes,Yes,True
741,Qwen/Qwen2.5-3B,99.8,741,Is 228 > 424? Answer:,No,No,True
742,Qwen/Qwen2.5-3B,99.8,742,Is 560 > 577? Answer:,No,No,True
743,Qwen/Qwen2.5-3B,99.8,743,Is 231 > 999? Answer:,No,No,True
744,Qwen/Qwen2.5-3B,99.8,744,Is 886 > 232? Answer:,Yes,Yes,True
745,Qwen/Qwen2.5-3B,99.8,745,Is 614 > 989? Answer:,No,No,True
746,Qwen/Qwen2.5-3B,99.8,746,Is 951 > 227? Answer:,Yes,Yes,True
747,Qwen/Qwen2.5-3B,99.8,747,Is 411 > 268? Answer:,Yes,Yes,True
748,Qwen/Qwen2.5-3B,99.8,748,Is 430 > 826? Answer:,No,No,True
749,Qwen/Qwen2.5-3B,99.8,749,Is 454 > 631? Answer:,No,No,True
750,Qwen/Qwen2.5-3B,99.8,750,Is 966 > 180? Answer:,Yes,Yes,True
751,Qwen/Qwen2.5-3B,99.8,751,Is 301 > 750? Answer:,No,No,True
752,Qwen/Qwen2.5-3B,99.8,752,Is 228 > 740? Answer:,No,No,True
753,Qwen/Qwen2.5-3B,99.8,753,Is 729 > 646? Answer:,Yes,Yes,True
754,Qwen/Qwen2.5-3B,99.8,754,Is 614 > 756? Answer:,No,No,True
755,Qwen/Qwen2.5-3B,99.8,755,Is 706 > 694? Answer:,Yes,Yes,True
756,Qwen/Qwen2.5-3B,99.8,756,Is 275 > 774? Answer:,No,No,True
757,Qwen/Qwen2.5-3B,99.8,757,Is 962 > 677? Answer:,Yes,Yes,True
758,Qwen/Qwen2.5-3B,99.8,758,Is 945 > 984? Answer:,No,No,True
759,Qwen/Qwen2.5-3B,99.8,759,Is 183 > 146? Answer:,Yes,Yes,True
760,Qwen/Qwen2.5-3B,99.8,760,Is 766 > 315? Answer:,Yes,Yes,True
761,Qwen/Qwen2.5-3B,99.8,761,Is 732 > 754? Answer:,No,No,True
762,Qwen/Qwen2.5-3B,99.8,762,Is 609 > 742? Answer:,No,No,True
763,Qwen/Qwen2.5-3B,99.8,763,Is 757 > 409? Answer:,Yes,Yes,True
764,Qwen/Qwen2.5-3B,99.8,764,Is 350 > 924? Answer:,No,No,True
765,Qwen/Qwen2.5-3B,99.8,765,Is 404 > 564? Answer:,No,No,True
766,Qwen/Qwen2.5-3B,99.8,766,Is 805 > 161? Answer:,Yes,Yes,True
767,Qwen/Qwen2.5-3B,99.8,767,Is 550 > 525? Answer:,Yes,Yes,True
768,Qwen/Qwen2.5-3B,99.8,768,Is 575 > 308? Answer:,Yes,Yes,True
769,Qwen/Qwen2.5-3B,99.8,769,Is 721 > 247? Answer:,Yes,Yes,True
770,Qwen/Qwen2.5-3B,99.8,770,Is 982 > 835? Answer:,Yes,Yes,True
771,Qwen/Qwen2.5-3B,99.8,771,Is 851 > 981? Answer:,No,No,True
772,Qwen/Qwen2.5-3B,99.8,772,Is 508 > 233? Answer:,Yes,Yes,True
773,Qwen/Qwen2.5-3B,99.8,773,Is 627 > 675? Answer:,No,No,True
774,Qwen/Qwen2.5-3B,99.8,774,Is 426 > 347? Answer:,Yes,Yes,True
775,Qwen/Qwen2.5-3B,99.8,775,Is 225 > 373? Answer:,No,No,True
776,Qwen/Qwen2.5-3B,99.8,776,Is 353 > 244? Answer:,Yes,Yes,True
777,Qwen/Qwen2.5-3B,99.8,777,Is 151 > 397? Answer:,No,No,True
778,Qwen/Qwen2.5-3B,99.8,778,Is 984 > 730? Answer:,Yes,Yes,True
779,Qwen/Qwen2.5-3B,99.8,779,Is 354 > 986? Answer:,No,No,True
780,Qwen/Qwen2.5-3B,99.8,780,Is 933 > 435? Answer:,Yes,Yes,True
781,Qwen/Qwen2.5-3B,99.8,781,Is 294 > 881? Answer:,No,No,True
782,Qwen/Qwen2.5-3B,99.8,782,Is 610 > 627? Answer:,No,No,True
783,Qwen/Qwen2.5-3B,99.8,783,Is 610 > 415? Answer:,Yes,Yes,True
784,Qwen/Qwen2.5-3B,99.8,784,Is 123 > 192? Answer:,No,No,True
785,Qwen/Qwen2.5-3B,99.8,785,Is 617 > 568? Answer:,Yes,Yes,True
786,Qwen/Qwen2.5-3B,99.8,786,Is 320 > 697? Answer:,No,No,True
787,Qwen/Qwen2.5-3B,99.8,787,Is 149 > 151? Answer:,No,No,True
788,Qwen/Qwen2.5-3B,99.8,788,Is 606 > 711? Answer:,No,No,True
789,Qwen/Qwen2.5-3B,99.8,789,Is 392 > 649? Answer:,No,No,True
790,Qwen/Qwen2.5-3B,99.8,790,Is 967 > 210? Answer:,Yes,Yes,True
791,Qwen/Qwen2.5-3B,99.8,791,Is 237 > 370? Answer:,No,No,True
792,Qwen/Qwen2.5-3B,99.8,792,Is 882 > 512? Answer:,Yes,Yes,True
793,Qwen/Qwen2.5-3B,99.8,793,Is 146 > 510? Answer:,No,No,True
794,Qwen/Qwen2.5-3B,99.8,794,Is 683 > 675? Answer:,Yes,Yes,True
795,Qwen/Qwen2.5-3B,99.8,795,Is 471 > 666? Answer:,No,No,True
796,Qwen/Qwen2.5-3B,99.8,796,Is 175 > 495? Answer:,No,No,True
797,Qwen/Qwen2.5-3B,99.8,797,Is 882 > 663? Answer:,Yes,Yes,True
798,Qwen/Qwen2.5-3B,99.8,798,Is 945 > 738? Answer:,Yes,Yes,True
799,Qwen/Qwen2.5-3B,99.8,799,Is 231 > 199? Answer:,Yes,Yes,True
800,Qwen/Qwen2.5-3B,99.8,800,Is 482 > 913? Answer:,No,No,True
801,Qwen/Qwen2.5-3B,99.8,801,Is 671 > 474? Answer:,Yes,Yes,True
802,Qwen/Qwen2.5-3B,99.8,802,Is 303 > 716? Answer:,No,No,True
803,Qwen/Qwen2.5-3B,99.8,803,Is 612 > 141? Answer:,Yes,Yes,True
804,Qwen/Qwen2.5-3B,99.8,804,Is 139 > 240? Answer:,No,No,True
805,Qwen/Qwen2.5-3B,99.8,805,Is 923 > 585? Answer:,Yes,Yes,True
806,Qwen/Qwen2.5-3B,99.8,806,Is 252 > 720? Answer:,No,No,True
807,Qwen/Qwen2.5-3B,99.8,807,Is 435 > 727? Answer:,No,No,True
808,Qwen/Qwen2.5-3B,99.8,808,Is 266 > 502? Answer:,No,No,True
809,Qwen/Qwen2.5-3B,99.8,809,Is 707 > 444? Answer:,Yes,Yes,True
810,Qwen/Qwen2.5-3B,99.8,810,Is 825 > 676? Answer:,Yes,Yes,True
811,Qwen/Qwen2.5-3B,99.8,811,Is 586 > 935? Answer:,No,No,True
812,Qwen/Qwen2.5-3B,99.8,812,Is 477 > 439? Answer:,Yes,Yes,True
813,Qwen/Qwen2.5-3B,99.8,813,Is 526 > 697? Answer:,No,No,True
814,Qwen/Qwen2.5-3B,99.8,814,Is 915 > 842? Answer:,Yes,Yes,True
815,Qwen/Qwen2.5-3B,99.8,815,Is 711 > 585? Answer:,Yes,Yes,True
816,Qwen/Qwen2.5-3B,99.8,816,Is 771 > 901? Answer:,No,No,True
817,Qwen/Qwen2.5-3B,99.8,817,Is 838 > 152? Answer:,Yes,Yes,True
818,Qwen/Qwen2.5-3B,99.8,818,Is 274 > 636? Answer:,No,No,True
819,Qwen/Qwen2.5-3B,99.8,819,Is 251 > 941? Answer:,No,No,True
820,Qwen/Qwen2.5-3B,99.8,820,Is 132 > 686? Answer:,No,No,True
821,Qwen/Qwen2.5-3B,99.8,821,Is 295 > 119? Answer:,Yes,Yes,True
822,Qwen/Qwen2.5-3B,99.8,822,Is 421 > 528? Answer:,No,No,True
823,Qwen/Qwen2.5-3B,99.8,823,Is 522 > 807? Answer:,No,No,True
824,Qwen/Qwen2.5-3B,99.8,824,Is 520 > 613? Answer:,No,No,True
825,Qwen/Qwen2.5-3B,99.8,825,Is 993 > 968? Answer:,Yes,Yes,True
826,Qwen/Qwen2.5-3B,99.8,826,Is 822 > 241? Answer:,Yes,Yes,True
827,Qwen/Qwen2.5-3B,99.8,827,Is 674 > 432? Answer:,Yes,Yes,True
828,Qwen/Qwen2.5-3B,99.8,828,Is 638 > 485? Answer:,Yes,Yes,True
829,Qwen/Qwen2.5-3B,99.8,829,Is 277 > 570? Answer:,No,No,True
830,Qwen/Qwen2.5-3B,99.8,830,Is 659 > 462? Answer:,Yes,Yes,True
831,Qwen/Qwen2.5-3B,99.8,831,Is 724 > 595? Answer:,Yes,Yes,True
832,Qwen/Qwen2.5-3B,99.8,832,Is 352 > 385? Answer:,No,No,True
833,Qwen/Qwen2.5-3B,99.8,833,Is 330 > 404? Answer:,No,No,True
834,Qwen/Qwen2.5-3B,99.8,834,Is 821 > 312? Answer:,Yes,Yes,True
835,Qwen/Qwen2.5-3B,99.8,835,Is 424 > 591? Answer:,No,No,True
836,Qwen/Qwen2.5-3B,99.8,836,Is 673 > 914? Answer:,No,No,True
837,Qwen/Qwen2.5-3B,99.8,837,Is 394 > 224? Answer:,Yes,Yes,True
838,Qwen/Qwen2.5-3B,99.8,838,Is 504 > 938? Answer:,No,No,True
839,Qwen/Qwen2.5-3B,99.8,839,Is 891 > 923? Answer:,No,No,True
840,Qwen/Qwen2.5-3B,99.8,840,Is 397 > 143? Answer:,Yes,Yes,True
841,Qwen/Qwen2.5-3B,99.8,841,Is 831 > 180? Answer:,Yes,Yes,True
842,Qwen/Qwen2.5-3B,99.8,842,Is 552 > 771? Answer:,No,No,True
843,Qwen/Qwen2.5-3B,99.8,843,Is 865 > 590? Answer:,Yes,Yes,True
844,Qwen/Qwen2.5-3B,99.8,844,Is 306 > 947? Answer:,No,No,True
845,Qwen/Qwen2.5-3B,99.8,845,Is 675 > 812? Answer:,No,No,True
846,Qwen/Qwen2.5-3B,99.8,846,Is 240 > 211? Answer:,Yes,Yes,True
847,Qwen/Qwen2.5-3B,99.8,847,Is 348 > 151? Answer:,Yes,Yes,True
848,Qwen/Qwen2.5-3B,99.8,848,Is 753 > 338? Answer:,Yes,Yes,True
849,Qwen/Qwen2.5-3B,99.8,849,Is 202 > 523? Answer:,No,No,True
850,Qwen/Qwen2.5-3B,99.8,850,Is 834 > 583? Answer:,Yes,Yes,True
851,Qwen/Qwen2.5-3B,99.8,851,Is 797 > 889? Answer:,No,No,True
852,Qwen/Qwen2.5-3B,99.8,852,Is 105 > 663? Answer:,No,No,True
853,Qwen/Qwen2.5-3B,99.8,853,Is 516 > 768? Answer:,No,No,True
854,Qwen/Qwen2.5-3B,99.8,854,Is 588 > 766? Answer:,No,No,True
855,Qwen/Qwen2.5-3B,99.8,855,Is 874 > 394? Answer:,Yes,Yes,True
856,Qwen/Qwen2.5-3B,99.8,856,Is 392 > 761? Answer:,No,No,True
857,Qwen/Qwen2.5-3B,99.8,857,Is 887 > 191? Answer:,Yes,Yes,True
858,Qwen/Qwen2.5-3B,99.8,858,Is 647 > 856? Answer:,No,No,True
859,Qwen/Qwen2.5-3B,99.8,859,Is 279 > 527? Answer:,No,No,True
860,Qwen/Qwen2.5-3B,99.8,860,Is 137 > 956? Answer:,No,No,True
861,Qwen/Qwen2.5-3B,99.8,861,Is 906 > 607? Answer:,Yes,Yes,True
862,Qwen/Qwen2.5-3B,99.8,862,Is 866 > 993? Answer:,No,No,True
863,Qwen/Qwen2.5-3B,99.8,863,Is 997 > 138? Answer:,Yes,Yes,True
864,Qwen/Qwen2.5-3B,99.8,864,Is 405 > 681? Answer:,No,No,True
865,Qwen/Qwen2.5-3B,99.8,865,Is 443 > 391? Answer:,Yes,Yes,True
866,Qwen/Qwen2.5-3B,99.8,866,Is 756 > 656? Answer:,Yes,Yes,True
867,Qwen/Qwen2.5-3B,99.8,867,Is 237 > 971? Answer:,No,No,True
868,Qwen/Qwen2.5-3B,99.8,868,Is 379 > 297? Answer:,Yes,Yes,True
869,Qwen/Qwen2.5-3B,99.8,869,Is 438 > 266? Answer:,Yes,Yes,True
870,Qwen/Qwen2.5-3B,99.8,870,Is 763 > 363? Answer:,Yes,Yes,True
871,Qwen/Qwen2.5-3B,99.8,871,Is 114 > 854? Answer:,No,No,True
872,Qwen/Qwen2.5-3B,99.8,872,Is 909 > 402? Answer:,Yes,Yes,True
873,Qwen/Qwen2.5-3B,99.8,873,Is 279 > 725? Answer:,No,No,True
874,Qwen/Qwen2.5-3B,99.8,874,Is 946 > 537? Answer:,Yes,Yes,True
875,Qwen/Qwen2.5-3B,99.8,875,Is 188 > 510? Answer:,No,No,True
876,Qwen/Qwen2.5-3B,99.8,876,Is 289 > 243? Answer:,Yes,Yes,True
877,Qwen/Qwen2.5-3B,99.8,877,Is 431 > 354? Answer:,Yes,Yes,True
878,Qwen/Qwen2.5-3B,99.8,878,Is 367 > 492? Answer:,No,No,True
879,Qwen/Qwen2.5-3B,99.8,879,Is 557 > 871? Answer:,No,No,True
880,Qwen/Qwen2.5-3B,99.8,880,Is 437 > 409? Answer:,Yes,Yes,True
881,Qwen/Qwen2.5-3B,99.8,881,Is 367 > 769? Answer:,No,No,True
882,Qwen/Qwen2.5-3B,99.8,882,Is 809 > 341? Answer:,Yes,Yes,True
883,Qwen/Qwen2.5-3B,99.8,883,Is 783 > 221? Answer:,Yes,Yes,True
884,Qwen/Qwen2.5-3B,99.8,884,Is 414 > 263? Answer:,Yes,Yes,True
885,Qwen/Qwen2.5-3B,99.8,885,Is 802 > 614? Answer:,Yes,No,False
886,Qwen/Qwen2.5-3B,99.8,886,Is 806 > 220? Answer:,Yes,Yes,True
887,Qwen/Qwen2.5-3B,99.8,887,Is 476 > 729? Answer:,No,No,True
888,Qwen/Qwen2.5-3B,99.8,888,Is 324 > 236? Answer:,Yes,Yes,True
889,Qwen/Qwen2.5-3B,99.8,889,Is 256 > 565? Answer:,No,No,True
890,Qwen/Qwen2.5-3B,99.8,890,Is 525 > 818? Answer:,No,No,True
891,Qwen/Qwen2.5-3B,99.8,891,Is 875 > 650? Answer:,Yes,Yes,True
892,Qwen/Qwen2.5-3B,99.8,892,Is 880 > 353? Answer:,Yes,Yes,True
893,Qwen/Qwen2.5-3B,99.8,893,Is 638 > 557? Answer:,Yes,Yes,True
894,Qwen/Qwen2.5-3B,99.8,894,Is 179 > 677? Answer:,No,No,True
895,Qwen/Qwen2.5-3B,99.8,895,Is 163 > 948? Answer:,No,No,True
896,Qwen/Qwen2.5-3B,99.8,896,Is 686 > 649? Answer:,Yes,Yes,True
897,Qwen/Qwen2.5-3B,99.8,897,Is 268 > 435? Answer:,No,No,True
898,Qwen/Qwen2.5-3B,99.8,898,Is 219 > 796? Answer:,No,No,True
899,Qwen/Qwen2.5-3B,99.8,899,Is 834 > 697? Answer:,Yes,Yes,True
900,Qwen/Qwen2.5-3B,99.8,900,Is 193 > 622? Answer:,No,No,True
901,Qwen/Qwen2.5-3B,99.8,901,Is 928 > 156? Answer:,Yes,Yes,True
902,Qwen/Qwen2.5-3B,99.8,902,Is 235 > 625? Answer:,No,No,True
903,Qwen/Qwen2.5-3B,99.8,903,Is 567 > 677? Answer:,No,No,True
904,Qwen/Qwen2.5-3B,99.8,904,Is 672 > 573? Answer:,Yes,Yes,True
905,Qwen/Qwen2.5-3B,99.8,905,Is 840 > 122? Answer:,Yes,Yes,True
906,Qwen/Qwen2.5-3B,99.8,906,Is 360 > 936? Answer:,No,No,True
907,Qwen/Qwen2.5-3B,99.8,907,Is 863 > 323? Answer:,Yes,Yes,True
908,Qwen/Qwen2.5-3B,99.8,908,Is 146 > 533? Answer:,No,No,True
