model,prompt_type,direction,alpha,layer,head,prompt,base_margin,steered_margin,margin_shift,flipped,seed,n
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2285 > 9442? Answer:,-2.2890625,-0.8046875,1.484375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4116 > 5475? Answer:,-1.515625,-0.15625,1.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2990 > 5460? Answer:,-1.734375,-0.28125,1.453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1570 > 2495? Answer:,-1.9453125,-0.5390625,1.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1647 > 3148? Answer:,-2.3828125,-0.921875,1.4609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4878 > 7153? Answer:,-2.015625,-0.5,1.515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2977 > 6464? Answer:,-1.5390625,-0.078125,1.4609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1757 > 9637? Answer:,-1.9765625,-0.515625,1.4609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1363 > 4083? Answer:,-2.5703125,-1.1875,1.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3934 > 4050? Answer:,-1.265625,0.25,1.515625,1,42,100
